name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
queens,7/14/2013,30,17,23.7,29.7,17,23.6,15.1,61.7,0,0,0,,0,0,,19.9,244.8,1021.3,53.4,24,321.7,27.7,9,,2013-07-14T05:34:45,2013-07-14T21:01:28,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/15/2013,32.1,18.9,25.8,32.3,18.9,26,16.7,59.3,0,0,0,,0,0,33.5,20.5,246.7,1016.3,42.7,24,333,28.6,9,,2013-07-15T05:35:42,2013-07-15T21:00:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/16/2013,23,12.1,20.3,23,12.1,20.3,13.5,66.2,0,0,0,,0,0,43.8,33.2,22.5,1019.8,66.8,24,327.9,28.2,9,,2013-07-16T05:36:40,2013-07-16T20:59:54,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/17/2013,25,10.1,18.4,25,10.1,18.4,11.4,66.9,0.041,100,4.17,rain,0,0,42.6,29.3,201.5,1020.1,58.7,23.6,293.4,25.1,9,,2013-07-17T05:37:40,2013-07-17T20:59:04,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/18/2013,24,14,20.1,24,14,20.1,15.5,76.5,4.27,100,25,rain,0,0,42.1,26.2,278.7,1012.2,65.1,23.5,302.2,26,9,,2013-07-18T05:38:40,2013-07-18T20:58:11,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/19/2013,21.9,11.2,17.3,21.9,11.2,17.3,14.5,84.1,1.016,100,16.67,rain,0,0,43.9,31.2,162.4,1011.1,81.6,22.6,173.3,15,5,,2013-07-19T05:39:42,2013-07-19T20:57:17,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/20/2013,29.9,21,24.6,31.8,21,25,19.5,74.2,0.003,100,4.17,rain,0,0,44,31.5,236,1000.8,63.8,21.8,257,22.1,7,,2013-07-20T05:40:44,2013-07-20T20:56:20,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/21/2013,21.9,15.9,18.9,21.9,15.9,18.9,12.3,66.7,0,0,0,,0,0,42.5,20.4,290.3,1009.8,60.2,24,342.7,29.6,10,,2013-07-21T05:41:48,2013-07-21T20:55:21,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/22/2013,25,13,19.3,25,13,19.3,11.2,62.6,0,0,0,,0,0,29.5,16.5,230.4,1016.4,48.6,24,304,26.3,9,,2013-07-22T05:42:53,2013-07-22T20:54:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/23/2013,22.9,15,18.9,22.9,15,18.9,13.6,72.9,23.733,100,33.33,rain,0,0,41,29.1,150.8,1011.4,79.9,19.7,141.8,12.3,5,,2013-07-23T05:43:58,2013-07-23T20:53:17,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/24/2013,25.9,20,22.3,25.9,20,22.3,19.9,87,14.656,100,20.83,rain,0,0,39.8,29,207.2,1003.7,88.5,22.9,224.3,19.3,6,,2013-07-24T05:45:04,2013-07-24T20:52:13,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/25/2013,21,16.9,18.1,21,16.9,18.1,15.6,85.9,0.003,100,4.17,rain,0,0,,20.4,2.7,1018,84.5,23.3,173,14.7,5,,2013-07-25T05:46:11,2013-07-25T20:51:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/26/2013,28,16,21.6,31.2,16,21.9,19.7,89.8,16.628,100,50,rain,0,0,38.9,24.7,140.9,1020.3,94.6,14.9,173.2,14.9,6,,2013-07-26T05:47:19,2013-07-26T20:49:57,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/27/2013,23,16.8,20.7,23,16.8,20.7,18.4,87.2,0.428,100,8.33,rain,0,0,57.2,43.3,186.3,1012.8,93,20.7,244,21.1,8,,2013-07-27T05:48:28,2013-07-27T20:48:46,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/28/2013,17.9,15,16.3,17.9,15,16.3,14.3,87.9,0.386,100,12.5,rain,0,0,31.3,20.2,324.6,1018.4,94.9,23.5,222.5,19.1,6,,2013-07-28T05:49:37,2013-07-28T20:47:34,0.69,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/29/2013,22.1,14.8,18.4,22.1,14.8,18.4,17.1,92.2,0.886,100,37.5,rain,0,0,35.1,29.1,141.3,1019.3,93.3,22.2,189.8,16.3,5,,2013-07-29T05:50:47,2013-07-29T20:46:20,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/30/2013,24,18.9,21.2,24,18.9,21.2,19.3,89.2,0.015,100,8.33,rain,0,0,,18.1,193,1016.3,93,20.2,144.2,12.5,4,,2013-07-30T05:51:57,2013-07-30T20:45:04,0.76,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,7/31/2013,24.9,17,20.5,24.9,17,20.5,15.9,76.8,0.919,100,4.17,rain,0,0,31.4,20.2,240.2,1014.9,39.8,22.8,323.6,27.8,9,,2013-07-31T05:53:08,2013-07-31T20:43:46,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/1/2013,26.1,16,21.3,26.1,16,21.3,15.3,70.2,0,0,0,,0,0,,17.8,216.4,1016,61.5,24,256.6,22,9,,2013-08-01T05:54:20,2013-08-01T20:42:27,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/2/2013,22,15.9,19.7,22,15.9,19.7,16,79.9,0,0,0,,0,0,,22.7,181.2,1012.4,78.7,23.8,195.9,16.9,7,,2013-08-02T05:55:32,2013-08-02T20:41:06,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/3/2013,25.1,16,20,25.1,16,20,17,83.9,3.197,100,29.17,rain,0,0,56.4,24.4,215,1007.1,78.9,22.3,281.9,24.3,8,,2013-08-03T05:56:44,2013-08-03T20:39:43,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/4/2013,24,15,19.4,24,15,19.4,15.1,77.9,0,0,0,,0,0,,18,226.2,1005.8,39.8,23,310,26.9,9,,2013-08-04T05:57:57,2013-08-04T20:38:19,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/5/2013,22,13.1,17.3,22,13.1,17.3,15,87.1,12.053,100,29.17,rain,0,0,51.8,16.3,251.6,1006.4,61.7,24,260.6,22.5,9,,2013-08-05T05:59:10,2013-08-05T20:36:53,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CYYG,71350099999,71310099999"
queens,8/6/2013,23,14,18,23,14,18,13.5,77.2,0.172,100,4.17,rain,0,0,33.7,20,252,1014.2,64.4,23.4,308.2,26.5,9,,2013-08-06T06:00:23,2013-08-06T20:35:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/7/2013,25,13.9,19.6,25,13.9,19.6,13.4,70,0,0,0,,0,0,,20,216,1021.1,25.2,24,316.3,27.3,9,,2013-08-07T06:01:37,2013-08-07T20:33:57,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/8/2013,24.1,13,19.5,24.1,13,19.5,13.3,70,0.085,100,4.17,rain,0,0,37.1,20.3,201.4,1020.9,67.8,24,253.7,21.8,7,,2013-08-08T06:02:51,2013-08-08T20:32:27,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/9/2013,22.1,18,19.9,22.1,18,19.9,17.7,87.9,15.996,100,45.83,rain,0,0,42.9,25.5,183.1,1018.1,97.8,21.7,141.2,12.1,5,,2013-08-09T06:04:05,2013-08-09T20:30:55,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/10/2013,25,18,21,25,18,21,17.3,80.7,11.601,100,41.67,rain,0,0,46,33,207.8,1006.1,78.2,20,252.8,21.8,8,,2013-08-10T06:05:20,2013-08-10T20:29:22,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/11/2013,23,14,18.7,23,14,18.7,10.8,61.8,0,0,0,,0,0,45.6,30.4,261.9,1009.9,20.4,24,316.1,27.3,9,,2013-08-11T06:06:35,2013-08-11T20:27:48,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/12/2013,25,14.9,19.5,25,14.9,19.5,13.5,69.8,0.156,100,4.17,rain,0,0,33.5,27.1,232.5,1012.2,38.6,24,296.3,25.5,9,,2013-08-12T06:07:49,2013-08-12T20:26:12,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/13/2013,24.9,15.9,19.8,24.9,15.9,19.8,14.9,73.7,0,0,0,,0,0,35.3,28.7,198.3,1011.7,64.5,24,259,22.4,9,,2013-08-13T06:09:04,2013-08-13T20:24:36,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/14/2013,24,17,20,24,17,20,17.7,87.4,5.115,100,16.67,rain,0,0,38.9,20.1,171.8,1004.1,87,20.6,138.7,12.3,4,,2013-08-14T06:10:20,2013-08-14T20:22:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/15/2013,22,15,18.1,22,15,18.1,12.1,70.4,0,0,0,,0,0,44,29.2,250.8,1008.4,28.9,22.4,305.2,26.4,9,,2013-08-15T06:11:35,2013-08-15T20:21:19,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/16/2013,24.1,14.9,19.2,24.1,14.9,19.2,14.1,73.6,0,0,0,,0,0,31.3,20.3,205.8,1019.3,43.1,24,264.7,23,8,,2013-08-16T06:12:50,2013-08-16T20:19:38,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/17/2013,22,14.9,17.8,22,14.9,17.8,13.9,78.5,0,0,0,,0,0,,17.8,271.3,1022.1,39,24,238.9,20.9,8,,2013-08-17T06:14:06,2013-08-17T20:17:57,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/18/2013,24,13.9,19.1,24,13.9,19.1,12.8,69.7,0.108,100,4.17,rain,0,0,36.7,27.4,236.4,1020.3,33.2,24,301.3,26.1,9,,2013-08-18T06:15:21,2013-08-18T20:16:15,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/19/2013,25,16,19.8,25,16,19.8,15.2,75.9,0.053,100,4.17,rain,0,0,43.5,29.5,245.3,1009.7,36.7,24,269.6,23.1,8,,2013-08-19T06:16:37,2013-08-19T20:14:31,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/20/2013,22.8,13.1,17.2,22.8,13.1,17.2,14.6,85.2,0,0,0,,0,0,31.3,18.3,54.1,1015.3,70.4,24,217.8,18.8,6,,2013-08-20T06:17:52,2013-08-20T20:12:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/21/2013,27.9,14.9,21.3,28.5,14.9,21.5,16.6,76,0,0,0,,0,0,38.8,27.4,198.7,1017.2,60.1,24,274.9,23.8,8,,2013-08-21T06:19:08,2013-08-21T20:11:02,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/22/2013,28,19.9,23.2,28.9,19.9,23.4,16.9,68.4,0,0,0,,0,0,49.6,33.3,219.8,1010.8,38.3,24,261,22.4,8,,2013-08-22T06:20:24,2013-08-22T20:09:15,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,remote,71350099999,71310099999"
queens,8/23/2013,21.9,12.1,18,21.9,12.1,18,14.8,82.3,1.837,100,4.17,rain,0,0,38.5,23.9,313,1009.9,82.3,22.5,166.6,14.3,6,,2013-08-23T06:21:39,2013-08-23T20:07:28,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/24/2013,18,8.2,14.6,18,8.2,14.6,9.3,71.9,0,0,0,,0,0,36,23.9,333.7,1021.2,40.9,24,285.2,24.7,9,,2013-08-24T06:22:55,2013-08-24T20:05:40,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/25/2013,23.9,7.1,15.8,23.9,6.4,15.6,10.5,73.6,0.272,100,12.5,rain,0,0,,14.3,164,1023.6,23.8,24,291.7,25.2,9,,2013-08-25T06:24:11,2013-08-25T20:03:52,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/26/2013,21.7,14.9,17.8,21.7,14.9,17.8,13.4,76.3,0.246,100,8.33,rain,0,0,46.1,22,198.5,1016,80.2,24,96.3,8.3,3,,2013-08-26T06:25:27,2013-08-26T20:02:02,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/27/2013,23.8,17,18.9,23.8,17,18.9,17,88.8,0.859,100,4.17,rain,0,0,33.5,16.6,218.7,1010.7,94.4,23.7,205.6,17.8,6,,2013-08-27T06:26:42,2013-08-27T20:00:12,0.71,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/28/2013,23.1,16,18.9,23.1,16,18.9,16.9,88.7,0,0,0,,0,0,38.9,27.1,19.2,1013.9,84.7,18,235.8,20.5,7,,2013-08-28T06:27:58,2013-08-28T19:58:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/29/2013,17.9,14,16.3,17.9,14,16.3,14,86.4,0,0,0,,0,0,45.8,33.3,38.8,1018.5,100,22.6,74.1,6.3,2,,2013-08-29T06:29:14,2013-08-29T19:56:29,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,8/30/2013,16,12.2,14.6,16,12.2,14.6,12.7,88.9,5.04,100,50,rain,0,0,54.2,36.6,355.2,1007.2,85.1,17.9,179.4,15.5,6,,2013-08-30T06:30:29,2013-08-30T19:54:37,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CYYG,71350099999,71310099999"
queens,8/31/2013,22.8,11.2,17.5,22.8,11.2,17.5,13.4,78,0,0,0,,0,0,,16.5,192.3,1009.7,58.7,24,253.5,21.7,8,,2013-08-31T06:31:45,2013-08-31T19:52:44,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/1/2013,21.9,16,18.3,21.9,16,18.3,17.2,93.1,2.622,100,37.5,rain,0,0,38.9,18.2,174.1,1011.7,99.5,17,129.4,11.2,5,,2013-09-01T06:33:00,2013-09-01T19:50:51,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/2/2013,17.9,15,16.4,17.9,15,16.4,14.4,88.3,0.244,100,16.67,rain,0,0,37.1,31.1,45.9,1018.5,98,18.2,155.9,13.6,6,,2013-09-02T06:34:16,2013-09-02T19:48:57,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/3/2013,21,16,18.8,21,16,18.8,18.3,96.7,37.709,100,79.17,rain,0,0,53.6,36.9,137.8,1011.3,98.5,14.8,73.1,6.2,2,,2013-09-03T06:35:32,2013-09-03T19:47:02,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/4/2013,22.9,18,20.2,22.9,18,20.2,18.5,90,0.003,100,8.33,rain,0,0,38.9,24.4,207.5,1006.4,86.8,21.7,103,8.9,3,,2013-09-04T06:36:47,2013-09-04T19:45:07,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/5/2013,18,7.1,12.7,18,7.1,12.7,9.2,80.1,0.406,100,16.67,rain,0,0,33.5,20.3,299.3,1012.5,76.7,23.6,89.5,7.5,3,,2013-09-05T06:38:03,2013-09-05T19:43:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/6/2013,16.1,7,11.9,16.1,4.9,11.3,6.1,69.7,0.515,100,4.17,rain,0,0,38.7,27.5,244.7,1016.9,42.9,23.8,261.6,22.6,8,,2013-09-06T06:39:18,2013-09-06T19:41:16,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/7/2013,21,11,16.3,21,11,16.3,9.8,67.1,0,0,0,,0,0,54.1,34.7,216.1,1011.4,60.5,24,244.8,21.1,8,,2013-09-07T06:40:34,2013-09-07T19:39:19,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/8/2013,17,9,14.1,17,6.5,14,12.2,88.9,29.403,100,75,rain,0,0,68,40.3,236.8,1003.5,93.9,17.9,91.4,7.8,4,,2013-09-08T06:41:49,2013-09-08T19:37:23,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/9/2013,16,8,11.8,16,4.8,10.8,5.6,67.9,0.055,100,16.67,rain,0,0,44.1,31,247.9,1014.1,38.4,24,254.9,22.1,8,,2013-09-09T06:43:05,2013-09-09T19:35:26,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/10/2013,17.1,12,15.1,17.1,12,15.1,12.1,82.6,0.165,100,4.17,rain,0,0,38.9,26,220.3,1019.5,65,24,151.5,13.1,6,,2013-09-10T06:44:21,2013-09-10T19:33:29,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/11/2013,21.9,15,18.4,21.9,15,18.4,16.8,90.6,1.882,100,41.67,rain,0,0,44.3,29.2,186.5,1016.5,99,22.6,172.2,14.9,5,,2013-09-11T06:45:36,2013-09-11T19:31:31,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/12/2013,24,19,21.1,24,19,21.1,18.9,87.5,5.936,100,16.67,rain,0,0,44.3,27.2,211,1010.6,92.8,20.7,148.9,12.9,5,,2013-09-12T06:46:52,2013-09-12T19:29:33,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/13/2013,21,18.8,20,21,18.8,20,19.1,94.8,51.949,100,62.5,rain,0,0,40.7,30.9,168.4,1005.9,91.3,14.5,120.9,10.4,6,,2013-09-13T06:48:08,2013-09-13T19:27:35,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/14/2013,22.3,17,19.8,22.3,17,19.8,18.5,92.4,4.498,100,8.33,rain,0,0,33.5,18.4,184.4,1008,89.9,19.4,135.3,11.6,5,,2013-09-14T06:49:23,2013-09-14T19:25:37,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/15/2013,18.1,12,15.3,18.1,12,15.3,11.6,79.6,0,0,0,,0,0,35.3,22,250.4,1014.2,60.2,24,233.7,20.1,8,,2013-09-15T06:50:39,2013-09-15T19:23:39,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/16/2013,17.9,9.8,13.6,17.9,8,13.4,11.2,85.9,2.777,100,29.17,rain,0,0,33.5,19.4,263.5,1014.1,85.9,22.4,97.4,8.4,4,,2013-09-16T06:51:55,2013-09-16T19:21:40,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/17/2013,14,7,10.5,14,4.9,9.6,4.4,67.3,0.009,100,8.33,rain,0,0,38.5,22.3,306.2,1021.1,54.7,24,236.7,20.3,8,,2013-09-17T06:53:11,2013-09-17T19:19:41,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/18/2013,19,9.9,13.8,19,7.9,13.5,8.2,70.3,0,0,0,,0,0,35.2,23.1,239.4,1018.4,29.9,24,230.8,20,7,,2013-09-18T06:54:27,2013-09-18T19:17:43,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/19/2013,21.9,10,15.8,21.9,10,15.8,9.8,70.3,0,0,0,,0,0,29.5,14.9,251.6,1014.7,47,24,229.2,19.8,7,,2013-09-19T06:55:43,2013-09-19T19:15:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/20/2013,14.9,7.9,12.2,14.9,6.7,12,9.3,82.7,0,0,0,,0,0,37,27.5,40.7,1019,85.5,24,157.2,13.6,5,,2013-09-20T06:57:00,2013-09-20T19:13:45,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/21/2013,20.1,7.9,15,20.1,6,14.7,11.8,81.6,0,0,0,,0,0,47,33.5,171.1,1017.5,79.8,24,182.4,15.9,6,,2013-09-21T06:58:16,2013-09-21T19:11:47,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,9/22/2013,24,15.8,19.6,24,15.8,19.6,16.1,81.2,0.001,100,4.17,rain,0,0,53.4,40.3,173.9,1009.8,67.5,24,186.6,16.3,7,,2013-09-22T06:59:33,2013-09-22T19:09:48,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
